anime_id,name,genre,type,episodes,rating,members
6894,Katte ni Kaizou Specials,"Comedy, Parody, School, Sci-Fi, Shounen",Special,3,6.77,1736
6895,Sono Mukou no Mukougawa,Music,Music,1,5.62,267
6896,Dark Blue,Hentai,OVA,2,6.08,3736
6897,Please ♥♥♥♥ Me!,Hentai,OVA,2,6.98,8152
6898,Aneki no Kounai Kaikinbi,Hentai,OVA,1,5.54,3322
6899,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",TV,26,6.93,1597
6900,Battle Break,"Action, Kids",ONA,1,5.83,189
6901,Anime Koukyoushi: Jungle Taitei,"Adventure, Kids, Shounen",OVA,1,6.85,407
6902,Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,Hentai,OVA,1,4.99,235
6903,Aimai Elegy,Music,Music,1,6.91,1646
6904,Sankarea OVA,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,7.35,51997
6905,Peace Hame!,Hentai,OVA,6,7.18,4430
6906,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,"Shounen, Sports",Special,2,7.35,2978
6907,Fushigi na Kusuri,Slice of Life,Movie,1,5.69,218
6908,Kitsutsuki Keikaku,Slice of Life,Movie,1,5.44,194
6909,Youkoso Uchuujin,Comedy,Movie,1,5.38,190
6910,Hana to Mogura,Comedy,Movie,1,5.76,210
6911,Ojiichan ga Kaizoku Datta Koro,Comedy,Movie,1,4.41,128
6912,Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi, Mystery, Romance, Seinen",OVA,1,7.32,17967
6913,Ponta to Ensoku,"Adventure, Drama",OVA,1,6.4,185
6914,Hakuouki Reimeiroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.63,29485
6915,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,7.94,12076
6916,Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,8.03,9492
6917,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25,8.53,288376
6918,Itsuka Tenma no Kuro Usagi Special,"Comedy, Ecchi",Special,1,6.52,3251
6919,Gakkatsu!,"Comedy, School",TV,25,6.59,5208
6920,Shibainuko-san,Comedy,TV,26,5.78,6204
6921,Baku Tech! Bakugan,"Action, Game, Shounen",TV,51,6.28,1752
6922,Cardfight!! Vanguard: Asia Circuit-hen,"Action, Adventure, Demons, Game, Shounen",TV,39,7.06,11031
6923,Renkyori Enai,Music,Music,1,6.52,719
6924,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",TV,60,6.54,5677
6925,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,156044
6926,Furusato Saisei: Nihon no Mukashibanashi,"Historical, Kids, Supernatural",TV,Unknown,7.09,6820
6927,Paboo &amp; Mojies,Kids,TV,52,4,113
6928,Zoobles!,Kids,TV,26,5.57,109
6929,Buta,"Adventure, Comedy, Fantasy, Historical",Movie,1,6.48,4850
6930,Wasurenagumo,"Comedy, Supernatural",Movie,1,7.24,18000
6931,Puka Puka Juju,"Fantasy, Slice of Life",Movie,1,6.82,3621
6932,Shiranpuri (Movie),"Drama, School",Movie,1,6.38,3104
6933,Little Charo,Slice of Life,TV,50,6.57,131
6934,Little Charo 2,Slice of Life,TV,50,6.3,103
6935,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,2,7.26,10824
6936,Juusen Battle Monsuno,"Action, Adventure",TV,52,6.55,2248
6937,"Misenai Namida wa, Kitto Itsuka","Fantasy, Music",Music,1,6.07,279
6938,Monster Farm: Legend e no Michi,"Action, Adventure, Comedy, Fantasy",TV,25,6.9,6611
6939,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,7.81,22796
6940,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy, Historical, Parody",TV,9,5.37,126
6941,Guskou Budori no Denki (2012),"Drama, Fantasy, Kids, Slice of Life",Movie,1,6.36,2936
6942,Hishoka Drop The Animation,Hentai,OVA,1,6.43,1974
6943,Himesama Gentei!,Hentai,OVA,2,7.05,4132
6944,Kyonyuu Fantasy,"Demons, Fantasy, Harem, Hentai, Supernatural",OVA,2,7.31,8854
6945,Bible Black: New Testament Recap,Hentai,OVA,1,6.6,2777
6946,Metal Fight Beyblade Zero G,"Adventure, Sports",TV,38,6.59,3533
6947,Mugen no Ryvius: Illusion,Comedy,Special,6,5.96,517
6948,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",Movie,1,6.54,5305
6949,New Prince of Tennis Specials,"Action, Comedy, Shounen, Sports",Special,7,7.65,5524
6950,Lupin III: Lupin Ikka Seizoroi,"Adventure, Comedy, Shounen",Special,1,6.99,1462
6951,Lupin VIII,"Adventure, Comedy, Shounen",Special,1,5.83,1166
6952,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3,6.6,1763
6953,Blossom,Music,Movie,1,6.63,2825
6954,Haru wa Kuru,Adventure,ONA,1,5.92,547
6955,Kyoto Animation: Ajisai-hen,Magic,Special,1,5.72,2682
6956,Inazuma Eleven Go: Chrono Stone,"Shounen, Sports, Super Power",TV,51,7.45,11939
6957,Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy,Special,6,6.76,19326
6958,Shinryaku!! Ika Musume,"Comedy, Shounen, Slice of Life",OVA,3,7.55,13456
6959,Hunter x Hunter Movie: Phantom Rouge,"Action, Adventure, Shounen, Super Power",Movie,1,7.39,44589
6960,FlashBack,Music,Music,1,6.94,1508
6961,One Off,Slice of Life,OVA,4,6.5,9299
6962,Galaxy Angel Specials,"Comedy, Sci-Fi",Special,2,6.91,1105
6963,Houkago no Tinker Bell,"Comedy, Drama, Mystery, Romance, School, Slice of Life",OVA,1,5.91,320
6964,Usogui,"Game, Psychological, Seinen",OVA,1,5.64,867
6965,Shounen Ninja Kaze no Fujimaru,"Action, Adventure, Samurai, Shounen",TV,65,5.29,189
6966,Kyoto Animation: Hoshi-hen,Fantasy,Special,1,5.82,2295
6967,Henshin Gattai! 5 tsu no Atsuki Tamashii,"Music, Super Power",Music,1,4.19,269
6968,Crimson Girls: Chikan Shihai,Hentai,OVA,3,6.49,3292
6969,Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,12,8.04,81951
6970,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,80960
6971,Fuse: Teppou Musume no Torimonochou,"Action, Drama, Historical, Supernatural",Movie,1,7.52,13412
6972,Chouyaku Hyakuninisshu: Uta Koi.,"Historical, Josei, Romance",TV,13,7.54,15661
6973,High School DxD Specials,"Comedy, Demons, Ecchi, Harem, Romance, School",Special,6,7.37,75439
6974,PistStar,Magic,ONA,1,4.74,266
6975,Samchongsa: Time Machine 001,"Adventure, Sci-Fi",Movie,1,4.3,94
6976,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,6.85,92252
6977,Cornelis,Comedy,Movie,1,5.53,202
6978,Kyoto Animation: Hana-hen,Slice of Life,Special,1,5.88,2483
6979,Kyoto Animation: Sora-hen,Slice of Life,Special,1,5.67,2306
6980,Recorder to Randoseru Re♪,"Comedy, School, Seinen, Slice of Life",TV,13,7,17283
6981,Okusama wa Michael,Hentai,OVA,2,6.21,1832
6982,Rakuen Tsuihou: Expelled from Paradise,"Action, Mecha, Sci-Fi",Movie,1,7.59,46678
6983,Inu x Boku SS Special,"Comedy, Shounen, Supernatural",Special,1,7.79,46803
6984,Utsu Musume Sayuri,"Comedy, Dementia",OVA,1,2.14,4047
6985,Doudou,Fantasy,OVA,2,5.83,234
6986,Moyashimon Returns,"Comedy, School, Supernatural",TV,11,7.25,16251
6987,Guilty Crown: Lost Christmas,"Action, Drama, Sci-Fi, Super Power",OVA,1,7.1,51604
6988,Wheels,Comedy,OVA,1,4.76,314
6989,Fushigi Sekai Atagoul Monogatari,Adventure,OVA,1,5.14,109
6990,PES: Peace Eco Smile,"Slice of Life, Space",ONA,7,5.82,2487
6991,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,4,7.5,16933
6992,Himitsukessha Taka no Tsume NEO,"Comedy, Parody, Super Power",TV,38,6.62,151
6993,himitsukesshatakanotsume.jp,"Comedy, Parody, Super Power",ONA,78,6.1,101
6994,Taka no Tsume NEO Announcement Movie,"Comedy, Parody, Super Power",Special,1,4.23,109
6995,Shinpi no Hou,"Adventure, Supernatural",Movie,1,5.37,1100
6996,Shiawasette Naani,Fantasy,OVA,1,5.35,434
6997,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,"Mecha, Sports",OVA,5,6.94,137
6998,Zumomo to Nupepe,Comedy,TV,32,7,120
6999,Tomodachi 8-nin,Comedy,TV,Unknown,5.42,125
7000,Ribbon-chan,Comedy,TV,24,4.83,93
7001,Panda no Taputapu,Kids,TV,Unknown,6.55,131
7002,Little Charo: Touhoku-hen,Kids,TV,12,6.25,102
7003,Hyouka: Motsubeki Mono wa,Slice of Life,OVA,1,7.43,68823
7004,Uchuu Kyoudai: Apo&#039;s Dream,"Comedy, Sci-Fi, Space",OVA,1,5.62,2323
7005,Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life,Special,1,6.25,727
7006,Neko no Sumu Shima,Drama,Special,1,5,202
7007,Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,"Adventure, Comedy, Parody, Space",Special,1,4.33,82
7008,Cofun Gal no Coffy,"Comedy, Historical, Parody",ONA,10,4.45,75
7009,Cofun Gal no Coffy (TV),"Comedy, Parody",TV,12,6.9,77
7010,Cofun Gal no Coffy Campus Life,Comedy,TV,11,5.78,78
7011,Cofun Gal no Coffy: Okehazama no Tatakai,"Comedy, Historical, Parody",Movie,1,5.13,66
7012,Cofun Gal no Coffy: Juuninin to Ikareru Kofun-tachi,Comedy,Movie,1,4.29,66
7013,Cofun Gal no Coffy: Cofunderella,Comedy,Movie,1,5,64
7014,Anima,Music,Movie,1,5.12,952
7015,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ONA,1,5.48,354
7016,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural",Special,1,6.66,7177
7017,Organic,Comedy,ONA,1,5.56,183
7018,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091
7019,Rui no Masaiban,Comedy,ONA,1,4.89,251
7020,Nantokashite Alguard,Comedy,ONA,1,4.55,211
7021,Shuukan Storyland,"Comedy, Drama, Seinen, Slice of Life",TV,56,6.27,143
7022,Bakusou Circuit Roman Twin,Sports,OVA,1,6,135
7023,Lovely Day: Boku to Kanojo no Nana Nichikan,Hentai,OVA,1,6.04,2079
7024,Guilty Crown: 4-koma Gekijou,Comedy,Special,11,7.23,13053
7025,The Four Seasons,Slice of Life,ONA,4,6.42,1190
7026,Natsuyuki Rendezvous,"Drama, Josei, Romance, Supernatural",TV,11,7.36,40958
7027,Persona 4 the Animation: No One is Alone,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",Special,1,7.6,26501
7028,"Suki de Suki de, Suki de The Animation",Hentai,OVA,2,7.06,5108
7029,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43,107304
7030,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,509109
7031,Sayonara Zetsubou Sensei Special Omake,"Comedy, Parody, School",Special,1,6.82,3648
7032,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,7.89,8809
7033,Hi no Youjin,"Historical, Slice of Life",Movie,1,6.45,3757
7034,Imouto Twins,Hentai,OVA,1,6.08,1313
7035,Little Busters!,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26,7.64,138655
7036,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",TV,13,7.43,194791
7037,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.82,135929
7038,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.84,87369
7039,Owari no Chronicle,"Action, Adventure, Fantasy, Sci-Fi",Special,1,5.22,1623
7040,Otome Nadeshiko Koi Techou,"Historical, Shoujo",OVA,1,6.04,3074
7041,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Drama,Special,1,6.29,2707
7042,Ao no Exorcist Movie Special,"Comedy, Parody",Special,1,7.34,20543
7043,Tottoko Hamtarou Hai!,"Adventure, Kids",TV,77,6.67,1616
7044,Nekogami Yaoyorozu Specials,"Comedy, Seinen, Supernatural",Special,7,6.4,915
7045,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1,6.07,1705
7046,Ippatsu Hicchuu!! Devander,"Action, Mecha, Parody, Sci-Fi, Super Power",OVA,1,5.8,316
7047,Afro Samurai Movie,"Action, Adventure, Samurai",Movie,1,7.59,21622
7048,Kennel Tokorozawa,"Comedy, Ecchi, School",OVA,1,5.06,535
7049,Rinne no Lagrange: Kamogawa Days,"Comedy, School, Sci-Fi, Slice of Life",OVA,1,6.88,5793
7050,Eureka Seven: New Order,"Adventure, Drama, Mecha, Romance, Sci-Fi",Special,1,6.77,5900
7051,Feeling from Mountain and Water,Music,Movie,1,6.82,437
7052,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Drama, Harem, Romance",Special,2,6.55,4743
7053,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,380375
7054,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.09,23192
7055,Kamen no Ninja Akakage,"Action, Fantasy",TV,23,6.89,202
7056,Dokkiri Doctor Special,"Comedy, Ecchi",Special,1,6.04,137
7057,Uhou Renka,Hentai,OVA,2,6.92,4873
7058,Little Nemo Pilot,Adventure,Special,1,6.26,407
7059,Fashion no Hajimari,Comedy,ONA,1,4.7,352
7060,The Green Wind,Fantasy,Special,1,5.06,295
7061,Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy, Kids, Music",Movie,1,6.7,3937
7062,Corpse Party: Missing Footage,"Horror, School",OVA,1,6.38,57507
7063,Kamiusagi Rope,"Comedy, Slice of Life",Movie,14,6,137
7064,Kamiusagi Rope 2,"Comedy, Slice of Life",Movie,12,5.41,100
7065,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life",Movie,1,5.58,113
7066,Kamiusagi Rope Movie Episode 0,"Comedy, Slice of Life",ONA,1,4.92,102
7067,Kamiusagi Rope x au Collaboration,"Comedy, Slice of Life",ONA,Unknown,5.2,101
7068,Kamiusagi Rope x Panasonic Collaboration,"Comedy, Slice of Life",Movie,1,5.79,116
7069,Kamiusagi Rope 3 (ONA),"Comedy, Slice of Life",ONA,3,5.76,94
7070,Nagareboshi Lens,"Romance, Shoujo",OVA,1,6.79,12437
7071,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"Action, Shoujo",OVA,1,5.12,3259
7072,Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.51,4596
7073,Detective Conan OVA 12: The Miracle of Excalibur,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.14,4947
7074,Wild Adapter,"Action, Drama, Mystery, Shoujo",OVA,2,6.36,5196
7075,To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,6,7.82,57166
7076,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,6.25,4989
7077,Souhaku Shisuferia,Music,Music,1,5.65,261
7078,Accel World: Acchel World.,"Comedy, Sci-Fi",Special,8,6.38,26190
7079,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",Movie,1,6.44,18770
7080,Star☆Jewel Gaiden: Natsumi Oblivion,"Hentai, Yuri",OVA,1,5.35,883
7081,Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action, Comedy, School, Sci-Fi, Super Power",Special,2,6.22,1589
7082,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",OVA,3,7.39,4238
7083,Houkago Midnighters,"Fantasy, Kids",Movie,1,6.54,847
7084,Saishuu Chikan Densha Next,Hentai,OVA,2,6.69,2254
7085,Accel World EX,"Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198
7086,Ashita no Eleventachi,Sports,Special,1,6.05,154
7087,Dennou Coil Recaps,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Special,2,6.45,1342
7088,Milky Gal: Cats Ai,Hentai,OVA,1,4.08,164
7089,Thermae Romae x LOFT Collaboration,"Comedy, Historical, Seinen",Special,1,6.23,467
7090,Thermae Romae x Asahi Shimbun Digital Collaboration,"Comedy, Historical, Seinen",Special,1,6.3,480
7091,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"Comedy, Historical, Seinen",Special,1,6.43,1260
7092,663114,Fantasy,Movie,1,5.61,1701
7093,Thermae Romae: Kodai Romajin ga Uchuu e,"Comedy, Seinen, Space",Special,1,6.2,749
7094,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,6.3,1746
7095,"Akai Shouzou: Char, Soshite Frontal e","Drama, Mecha, Military, Sci-Fi, Shounen, Space",Special,1,6.36,686
7096,R²: Rise R to the Second Power,Music,Music,1,5.39,240
7097,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,1,7.25,59965
7098,Katayoku no Khronos Gear,"Action, Sci-Fi",OVA,1,7.75,542
7099,Mangirl!,"Comedy, Slice of Life",TV,13,6.05,19015
7100,Ikusa Otome Valkyrie G,"Fantasy, Hentai, Supernatural",OVA,2,6.7,1944
7101,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,"Harem, Romance",Special,1,6.21,6004
7102,Kimagure Orange☆Road: Soushuuhen Tanabata Special,Shounen,OVA,1,6.82,625
7103,Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action, Comedy, Parody, Police",Special,1,6,126
7104,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,4.61,104
7105,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,6.34,16438
7106,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,259900
7107,Blood-C: None-None Gekijou,"Comedy, Parody",ONA,7,6.41,5273
7108,Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy, Kids",TV,24,6.78,19603
7109,Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy, Kids, Shounen",Special,4,6.27,440
7110,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,6.88,6993
7111,Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids",ONA,1,7.71,8554
7112,Otogi no Kuni no Birthday,"Kids, Music",Music,1,5.04,144
7113,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Hentai,OVA,2,7.16,5018
7114,Starless: 21st Century Nymphomaniacs,Hentai,OVA,4,6.6,3603
7115,Girls und Panzer,"Military, School",TV,12,7.66,104275
7116,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Drama, Historical, Josei",OVA,2,6.64,8305
7117,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen",OVA,1,6.58,10076
7118,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",Movie,1,7.99,34630
7119,Oedo wa Nemurenai!,"Drama, Fantasy, Historical, Shoujo",OVA,1,6.22,173
7120,Aitsu to Lullaby: Suiyobi no Cinderella,"Drama, Romance, Shounen",Movie,1,6.05,194
7121,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,7.56,38176
7122,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",TV,12,6.78,113166
7123,Lovely Series,Hentai,OVA,2,4.11,174
7124,Fruits Version,Hentai,OVA,2,5.8,250
7125,Instant History,Historical,TV,312,6.68,155
7126,Otogi Manga Calendar,Historical,TV,312,6.11,146
7127,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13,7.77,349836
7128,Akuemon,"Fantasy, Romance",OVA,1,6.27,453
7129,Salad Land,Fantasy,ONA,1,5.17,168
7130,Busou Shinki,"Action, Sci-Fi, Slice of Life",TV,12,6.41,24595
7131,Lunn wa Kaze no Naka,"Drama, Romance",OVA,1,6.35,403
7132,Ribbon no Kishi (1999),Adventure,Movie,1,5.86,178
7133,My Melody no Akazukin,"Fantasy, Kids",Movie,1,5.6,146
7134,Persona 4 the Animation: The Factor of Hope,"Adventure, Mystery, School, Super Power, Supernatural",Movie,1,7.52,10757
7135,Chitose Get You!!,"Comedy, Romance, School, Seinen, Slice of Life",TV,26,6.39,12886
7136,Vividred Operation,"Action, Ecchi, Sci-Fi",TV,12,6.56,45869
7137,Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13,7.71,233410
7138,Nerawareta Gakuen,"Romance, School, Sci-Fi",Movie,1,7.28,44787
7139,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1,6.6,5171
7140,Tanken Driland,"Adventure, Fantasy",TV,37,6.52,4058
7141,Btooom!,"Action, Psychological, Sci-Fi, Seinen",TV,12,7.68,329561
7142,Ryo,"Action, Drama, Historical, Samurai",Movie,1,6.01,8687
7143,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,8,111703
7144,Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,1,8.04,95690
7145,Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12,6.83,27487
7146,Vocaloid China Project Senden Animation,"Fantasy, Music",Music,5,6.19,1582
7147,Tenshi na Konamaiki Specials,Shounen,Special,13,6.18,504
7148,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi,OVA,1,6.49,13647
7149,Shoujo x Shoujo x Shoujo The Animation,"Harem, Hentai",OVA,2,6.94,3505
7150,Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy, Kids, Super Power",Movie,1,5.59,104
7151,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52,86074
7152,Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.83,45568
7153,K,"Action, Super Power, Supernatural",TV,13,7.73,297051
7154,Kaguya-hime: Taketori Monogatari,"Hentai, Historical",OVA,1,5.06,332
7155,Mahoutsukai Nara Miso wo Kue!,"Fantasy, Magic, School",OVA,1,5.36,4179
7156,Minami-ke Tadaima,"Comedy, School, Slice of Life",TV,13,7.78,31394
7157,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.24,317513
7158,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",TV,12,6.74,55635
7159,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,6.28,256
7160,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.63,66972
7161,Super Majingga 3,"Action, Mecha, Sci-Fi, Space",Movie,1,3.72,123
7162,Cinnamon no Parade,Fantasy,ONA,1,6.1,186
7163,Love 2 Quad,Hentai,OVA,2,6.89,4931
7164,Koutetsu no Majo Annerose,"Action, Hentai, Supernatural",OVA,4,6.87,5152
7165,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"Comedy, Magic",TV,12,5.36,3467
7166,Minami-ke Omatase,"Comedy, Slice of Life",OVA,1,7.47,15050
7167,Rinne no Lagrange Specials,Comedy,Special,6,6.28,3291
7168,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1,7.05,4741
7169,Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi",TV,26,5.78,87
7170,Recorder to Randoseru,"Comedy, School, Seinen, Slice of Life",OVA,2,6.94,7769
7171,Starship Troopers: Invasion,"Action, Military, Sci-Fi",Movie,1,6.89,2493
7172,Dangerous Jiisan Ja,"Comedy, Kids",OVA,2,6.27,126
7173,Hiiro no Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural",TV,13,7.38,26617
7174,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",Special,2,6.59,3755
7175,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,"Comedy, Harem, Parody, Shounen",TV,12,7.11,31435
7176,Netorare Zuma,Hentai,OVA,1,6.34,2239
7177,Hump Bang,Hentai,OVA,2,6.46,1775
7178,Kindan no Byoutou The Animation,"Harem, Hentai",OVA,2,6.62,2150
7179,Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy",Special,1,6.23,8780
7180,Aura: Maryuuin Kouga Saigo no Tatakai,"Comedy, Drama, Romance, School, Supernatural",Movie,1,7.67,22599
7181,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi",Special,1,6.56,1787
7182,Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",OVA,1,6.93,2503
7183,Yurumates 3D Plus,"Comedy, Seinen, Slice of Life",TV,13,6.52,3276
7184,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13,8.13,189641
7185,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,190197
7186,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.84,12963
7187,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.95,394399
7188,Nara Shika Monogatari,Comedy,ONA,1,5.4,228
7189,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",TV,13,7.32,156116
7190,Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo",ONA,26,6.96,69702
7191,Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen",OVA,3,7.43,26535
7192,Ixion Saga DT,"Action, Comedy, Fantasy",TV,25,7.36,52569
7193,Roboteuwang Sseonsyakeu,"Action, Mecha, Sci-Fi",Movie,1,2.49,121
7194,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1,8.13,41168
7195,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,83838
7196,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,13,8.12,353876
7197,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,1,7.26,7787
7198,Taekwon Dongja Maruchi Arachi,Action,Movie,1,4.53,93
7199,D.C.III: Da Capo III,"Drama, Ecchi, Romance, School",TV,13,6.76,16219
7200,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",TV,10,7.28,100392
7201,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445
7202,The iDOLM@STER Shiny Festa,"Comedy, Drama, Music",OVA,3,7.32,9893
